state,product,market_price,unit,currency
Karnataka,Arecanut(Betelnut/Supari),13129.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),21199.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),24589.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),36899.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),9599.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),21899.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),22529.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),36299.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),11200.0,quintal,INR
Karnataka,Ginger(Green),980.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),40239.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),21300.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),36659.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),54700.0,quintal,INR
Karnataka,Arhar Dal(Tur Dal),6100.0,quintal,INR
Karnataka,Bengal Gram Dal (Chana Dal),5600.0,quintal,INR
Karnataka,Black Gram Dal (Urd Dal),8100.0,quintal,INR
Karnataka,Chili Red,13750.0,quintal,INR
Karnataka,Corriander Seed,9500.0,quintal,INR
Karnataka,Green Gram (Moong),7100.0,quintal,INR
Karnataka,Green Gram Dal (Moong Dal),7000.0,quintal,INR
Karnataka,Green Peas,4550.0,quintal,INR
Karnataka,Groundnut,6950.0,quintal,INR
Karnataka,Gur(Jaggery),3750.0,quintal,INR
Karnataka,Maize,1310.0,quintal,INR
Karnataka,Rice,2550.0,quintal,INR
Karnataka,Rice,4450.0,quintal,INR
Karnataka,Rice,3500.0,quintal,INR
Karnataka,Tamarind Fruit,14000.0,quintal,INR
Karnataka,Maize,1280.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),36000.0,quintal,INR
Karnataka,Coconut,14900.0,quintal,INR
Karnataka,Copra,13100.0,quintal,INR
Karnataka,Coriander(Leaves),8650.0,quintal,INR
Karnataka,Kulthi(Horse Gram),2800.0,quintal,INR
Karnataka,Paddy(Dhan),2150.0,quintal,INR
Karnataka,Tamarind Fruit,13900.0,quintal,INR
Karnataka,Tamarind Seed,1800.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),19000.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),20500.0,quintal,INR
Karnataka,Arecanut(Betelnut/Supari),19700.0,quintal,INR
Karnataka,Coconut,13000.0,quintal,INR
Kerala,Amaranthus,4200.0,quintal,INR
Kerala,Amphophalus,3000.0,quintal,INR
Kerala,Apple,12300.0,quintal,INR
Kerala,Ashgourd,1000.0,quintal,INR
Kerala,Banana,3700.0,quintal,INR
Kerala,Banana,2900.0,quintal,INR
Kerala,Banana,2800.0,quintal,INR
Kerala,Banana - Green,3900.0,quintal,INR
Kerala,Beetroot,3100.0,quintal,INR
Kerala,Bengal Gram(Gram),7300.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2100.0,quintal,INR
Kerala,Bitter Gourd,4100.0,quintal,INR
Kerala,Brinjal,2800.0,quintal,INR
Kerala,Cabbage,2700.0,quintal,INR
Kerala,Capsicum,3400.0,quintal,INR
Kerala,Carrot,6400.0,quintal,INR
Kerala,Cauliflower,3300.0,quintal,INR
Kerala,Coconut,5900.0,quintal,INR
Kerala,Coconut Oil,23200.0,quintal,INR
Kerala,Corriander Seed,11000.0,quintal,INR
Kerala,Cowpea(Veg),2900.0,quintal,INR
Kerala,Cucumbar(Kheera),2900.0,quintal,INR
Kerala,Drumstick,11200.0,quintal,INR
Kerala,Dry Chillies,11200.0,quintal,INR
Kerala,French Beans (Frasbean),3000.0,quintal,INR
Kerala,Green Chilli,3000.0,quintal,INR
Kerala,Green Gram (Moong),6700.0,quintal,INR
Kerala,Lemon,3100.0,quintal,INR
Kerala,Onion,4600.0,quintal,INR
Kerala,Onion,4300.0,quintal,INR
Kerala,Pine Apple,3100.0,quintal,INR
Kerala,Amphophalus,3200.0,quintal,INR
Kerala,Ashgourd,1200.0,quintal,INR
Kerala,Beetroot,2000.0,quintal,INR
Kerala,Bhindi(Ladies Finger),3000.0,quintal,INR
Kerala,Bitter Gourd,4300.0,quintal,INR
Kerala,Bottle Gourd,1200.0,quintal,INR
Kerala,Brinjal,2400.0,quintal,INR
Kerala,Brinjal,3500.0,quintal,INR
Kerala,Cabbage,3000.0,quintal,INR
Kerala,Capsicum,6000.0,quintal,INR
Kerala,Carrot,3500.0,quintal,INR
Kerala,Cauliflower,4000.0,quintal,INR
Kerala,Colacasia,4000.0,quintal,INR
Kerala,Cowpea(Veg),3000.0,quintal,INR
Kerala,Cowpea(Veg),4000.0,quintal,INR
Kerala,Cucumbar(Kheera),1400.0,quintal,INR
Kerala,Drumstick,8000.0,quintal,INR
Kerala,Ginger(Green),4000.0,quintal,INR
Kerala,Green Chilli,2600.0,quintal,INR
Kerala,Onion,2800.0,quintal,INR
Kerala,Onion,3600.0,quintal,INR
Kerala,Potato,2000.0,quintal,INR
Kerala,Snakeguard,2400.0,quintal,INR
Kerala,Tomato,2400.0,quintal,INR
Kerala,Bitter Gourd,3100.0,quintal,INR
Kerala,Brinjal,2900.0,quintal,INR
Kerala,Field Pea,4100.0,quintal,INR
Kerala,Amaranthus,2500.0,quintal,INR
Kerala,Amphophalus,4000.0,quintal,INR
Kerala,Apple,11000.0,quintal,INR
Kerala,Ashgourd,1500.0,quintal,INR
Kerala,Banana,4000.0,quintal,INR
Kerala,Banana - Green,3000.0,quintal,INR
Kerala,Beetroot,3500.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2500.0,quintal,INR
Kerala,Bitter Gourd,4000.0,quintal,INR
Kerala,Bottle Gourd,1000.0,quintal,INR
Kerala,Brinjal,3200.0,quintal,INR
Kerala,Cabbage,2000.0,quintal,INR
Kerala,Capsicum,5500.0,quintal,INR
Kerala,Carrot,3000.0,quintal,INR
Kerala,Colacasia,3500.0,quintal,INR
Kerala,Cucumbar(Kheera),1500.0,quintal,INR
Kerala,Drumstick,7000.0,quintal,INR
Kerala,Ginger(Green),3500.0,quintal,INR
Kerala,Green Chilli,2500.0,quintal,INR
Kerala,Lemon,3000.0,quintal,INR
Kerala,Mango,6500.0,quintal,INR
Kerala,Onion,4000.0,quintal,INR
Kerala,Orange,4000.0,quintal,INR
Kerala,Pine Apple,2500.0,quintal,INR
Kerala,Potato,2500.0,quintal,INR
Kerala,Pumpkin,1800.0,quintal,INR
Kerala,Snakeguard,2500.0,quintal,INR
Kerala,Tapioca,1500.0,quintal,INR
Kerala,Tomato,3000.0,quintal,INR
Kerala,Amaranthus,2900.0,quintal,INR
Kerala,Amphophalus,3400.0,quintal,INR
Kerala,Banana,3900.0,quintal,INR
Kerala,Banana - Green,3600.0,quintal,INR
Kerala,Beetroot,2300.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2700.0,quintal,INR
Kerala,Bitter Gourd,4600.0,quintal,INR
Kerala,Brinjal,2300.0,quintal,INR
Kerala,Cabbage,1600.0,quintal,INR
Kerala,Carrot,3700.0,quintal,INR
Kerala,Cauliflower,2300.0,quintal,INR
Kerala,Cowpea(Veg),1600.0,quintal,INR
Kerala,Cucumbar(Kheera),1100.0,quintal,INR
Kerala,Drumstick,5600.0,quintal,INR
Kerala,French Beans (Frasbean),3900.0,quintal,INR
Kerala,Ginger(Green),4300.0,quintal,INR
Kerala,Onion,2600.0,quintal,INR
Kerala,Onion,3300.0,quintal,INR
Kerala,Potato,1900.0,quintal,INR
Kerala,Pumpkin,1200.0,quintal,INR
Kerala,Snakeguard,2200.0,quintal,INR
Kerala,Tomato,2100.0,quintal,INR
Kerala,Amphophalus,3100.0,quintal,INR
Kerala,Ashgourd,1600.0,quintal,INR
Kerala,Banana - Green,5100.0,quintal,INR
Kerala,Beetroot,2900.0,quintal,INR
Kerala,Bhindi(Ladies Finger),3100.0,quintal,INR
Kerala,Brinjal,3600.0,quintal,INR
Kerala,Capsicum,4600.0,quintal,INR
Kerala,Carrot,5600.0,quintal,INR
Kerala,Colacasia,6600.0,quintal,INR
Kerala,Cowpea(Veg),3600.0,quintal,INR
Kerala,Cucumbar(Kheera),2100.0,quintal,INR
Kerala,Drumstick,5200.0,quintal,INR
Kerala,Green Chilli,3600.0,quintal,INR
Kerala,Banana,3500.0,quintal,INR
Kerala,Banana,5600.0,quintal,INR
Kerala,Banana - Green,4000.0,quintal,INR
Kerala,Bhindi(Ladies Finger),1700.0,quintal,INR
Kerala,Bitter Gourd,3500.0,quintal,INR
Kerala,Brinjal,2000.0,quintal,INR
Kerala,Cabbage,1500.0,quintal,INR
Kerala,Carrot,2900.0,quintal,INR
Kerala,Cauliflower,2000.0,quintal,INR
Kerala,Cowpea(Veg),2500.0,quintal,INR
Kerala,Elephant Yam (Suran),3200.0,quintal,INR
Kerala,Ginger(Green),3300.0,quintal,INR
Kerala,Little Gourd (Kundru),3500.0,quintal,INR
Kerala,Mango (Raw-Ripe),5000.0,quintal,INR
Kerala,Onion,2700.0,quintal,INR
Kerala,Pine Apple,3300.0,quintal,INR
Kerala,Potato,2200.0,quintal,INR
Kerala,Snakeguard,1600.0,quintal,INR
Kerala,Tapioca,1700.0,quintal,INR
Kerala,Tomato,1300.0,quintal,INR
Kerala,Amaranthus,2200.0,quintal,INR
Kerala,Arecanut(Betelnut/Supari),19000.0,quintal,INR
Kerala,Ashgourd,1400.0,quintal,INR
Kerala,Banana,2200.0,quintal,INR
Kerala,Banana,4200.0,quintal,INR
Kerala,Banana - Green,3200.0,quintal,INR
Kerala,Beetroot,2200.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2800.0,quintal,INR
Kerala,Bitter Gourd,3400.0,quintal,INR
Kerala,Black Pepper,40000.0,quintal,INR
Kerala,Brinjal,2200.0,quintal,INR
Kerala,Carrot,3800.0,quintal,INR
Kerala,Cauliflower,3200.0,quintal,INR
Kerala,Colacasia,3800.0,quintal,INR
Kerala,Cowpea(Veg),3800.0,quintal,INR
Kerala,Cucumbar(Kheera),2800.0,quintal,INR
Kerala,Drumstick,6800.0,quintal,INR
Kerala,Ginger(Green),4800.0,quintal,INR
Kerala,Green Chilli,2000.0,quintal,INR
Kerala,Little Gourd (Kundru),2800.0,quintal,INR
Kerala,Mango (Raw-Ripe),6700.0,quintal,INR
Kerala,Pine Apple,3200.0,quintal,INR
Kerala,Pumpkin,1600.0,quintal,INR
Kerala,Snakeguard,1800.0,quintal,INR
Kerala,Tomato,2000.0,quintal,INR
Kerala,Amaranthus,1800.0,quintal,INR
Kerala,Amphophalus,2700.0,quintal,INR
Kerala,Banana,3200.0,quintal,INR
Kerala,Banana - Green,3700.0,quintal,INR
Kerala,Beetroot,1200.0,quintal,INR
Kerala,Brinjal,1500.0,quintal,INR
Kerala,Cauliflower,1800.0,quintal,INR
Kerala,Coconut,5200.0,quintal,INR
Kerala,Colacasia,4200.0,quintal,INR
Kerala,Cucumbar(Kheera),1200.0,quintal,INR
Kerala,Drumstick,5500.0,quintal,INR
Kerala,Elephant Yam (Suran),2700.0,quintal,INR
Kerala,Field Pea,2400.0,quintal,INR
Kerala,Green Chilli,1400.0,quintal,INR
Kerala,Mango (Raw-Ripe),5500.0,quintal,INR
Kerala,Potato,1800.0,quintal,INR
Kerala,Rice,3500.0,quintal,INR
Kerala,Snakeguard,1500.0,quintal,INR
Kerala,Tapioca,1400.0,quintal,INR
Kerala,Tomato,1200.0,quintal,INR
Kerala,Amaranthus,2000.0,quintal,INR
Kerala,Banana,3800.0,quintal,INR
Kerala,Bhindi(Ladies Finger),3200.0,quintal,INR
Kerala,Carrot,4000.0,quintal,INR
Kerala,Cauliflower,2500.0,quintal,INR
Kerala,Drumstick,9000.0,quintal,INR
Kerala,Elephant Yam (Suran),3500.0,quintal,INR
Kerala,Ginger(Green),4500.0,quintal,INR
Kerala,Green Chilli,3500.0,quintal,INR
Kerala,Mango (Raw-Ripe),8500.0,quintal,INR
Kerala,Onion,3800.0,quintal,INR
Kerala,Onion,4200.0,quintal,INR
Kerala,Potato,2800.0,quintal,INR
Kerala,Pumpkin,1400.0,quintal,INR
Kerala,Tomato,1500.0,quintal,INR
Kerala,Arecanut(Betelnut/Supari),20500.0,quintal,INR
Kerala,Ashgourd,900.0,quintal,INR
Kerala,Banana,5200.0,quintal,INR
Kerala,Banana - Green,3400.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2200.0,quintal,INR
Kerala,Bitter Gourd,2700.0,quintal,INR
Kerala,Black Pepper,41000.0,quintal,INR
Kerala,Cauliflower,2200.0,quintal,INR
Kerala,Colacasia,3600.0,quintal,INR
Kerala,Drumstick,5700.0,quintal,INR
Kerala,Elephant Yam (Suran),3000.0,quintal,INR
Kerala,Field Pea,3700.0,quintal,INR
Kerala,Ginger(Dry),11000.0,quintal,INR
Kerala,Ginger(Green),2500.0,quintal,INR
Kerala,Green Chilli,2200.0,quintal,INR
Kerala,Little Gourd (Kundru),2500.0,quintal,INR
Kerala,Mango (Raw-Ripe),5200.0,quintal,INR
Kerala,Onion,3000.0,quintal,INR
Kerala,Pine Apple,2400.0,quintal,INR
Kerala,Pumpkin,1000.0,quintal,INR
Kerala,Tomato,1700.0,quintal,INR
Kerala,Amaranthus,2800.0,quintal,INR
Kerala,Amphophalus,3500.0,quintal,INR
Kerala,Ashgourd,2800.0,quintal,INR
Kerala,Banana - Green,3500.0,quintal,INR
Kerala,Bitter Gourd,5500.0,quintal,INR
Kerala,Bottle Gourd,1800.0,quintal,INR
Kerala,Cabbage,2200.0,quintal,INR
Kerala,Capsicum,6500.0,quintal,INR
Kerala,Carrot,6500.0,quintal,INR
Kerala,Cauliflower,4500.0,quintal,INR
Kerala,Cowpea(Veg),6500.0,quintal,INR
Kerala,Cucumbar(Kheera),2500.0,quintal,INR
Kerala,Drumstick,17500.0,quintal,INR
Kerala,Ginger(Green),5500.0,quintal,INR
Kerala,Green Chilli,5500.0,quintal,INR
Kerala,Lemon,3500.0,quintal,INR
Kerala,Mango,5500.0,quintal,INR
Kerala,Snakeguard,3500.0,quintal,INR
Kerala,Tapioca,1200.0,quintal,INR
Kerala,Tomato,1800.0,quintal,INR
Kerala,Amphophalus,3900.0,quintal,INR
Kerala,Ashgourd,2000.0,quintal,INR
Kerala,Banana,3400.0,quintal,INR
Kerala,Banana,5400.0,quintal,INR
Kerala,Beetroot,3000.0,quintal,INR
Kerala,Bhindi(Ladies Finger),3600.0,quintal,INR
Kerala,Bitter Gourd,5200.0,quintal,INR
Kerala,Bottle Gourd,2300.0,quintal,INR
Kerala,Brinjal,3400.0,quintal,INR
Kerala,Cabbage,2400.0,quintal,INR
Kerala,Carrot,3900.0,quintal,INR
Kerala,Cauliflower,3400.0,quintal,INR
Kerala,Cluster Beans,3300.0,quintal,INR
Kerala,Colacasia,4400.0,quintal,INR
Kerala,Cucumbar(Kheera),2000.0,quintal,INR
Kerala,Drumstick,8400.0,quintal,INR
Kerala,Ginger(Green),4400.0,quintal,INR
Kerala,Green Chilli,2400.0,quintal,INR
Kerala,Indian Beans (Seam),3900.0,quintal,INR
Kerala,Lemon,4400.0,quintal,INR
Kerala,Little Gourd (Kundru),3800.0,quintal,INR
Kerala,Mango (Raw-Ripe),7400.0,quintal,INR
Kerala,Onion,3400.0,quintal,INR
Kerala,Pine Apple,3700.0,quintal,INR
Kerala,Potato,2400.0,quintal,INR
Kerala,Snakeguard,3000.0,quintal,INR
Kerala,Tomato,1900.0,quintal,INR
Kerala,Apple,9500.0,quintal,INR
Kerala,Arecanut(Betelnut/Supari),18000.0,quintal,INR
Kerala,Ashgourd,600.0,quintal,INR
Kerala,Banana,2600.0,quintal,INR
Kerala,Banana,4700.0,quintal,INR
Kerala,Banana,2000.0,quintal,INR
Kerala,Banana,2400.0,quintal,INR
Kerala,Banana,1200.0,quintal,INR
Kerala,Banana - Green,2000.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2400.0,quintal,INR
Kerala,Bitter Gourd,2800.0,quintal,INR
Kerala,Black Pepper,37000.0,quintal,INR
Kerala,Brinjal,1400.0,quintal,INR
Kerala,Cabbage,1200.0,quintal,INR
Kerala,Cardamoms,100000.0,quintal,INR
Kerala,Carrot,2800.0,quintal,INR
Kerala,Cauliflower,1500.0,quintal,INR
Kerala,Cloves,62500.0,quintal,INR
Kerala,Coconut,3700.0,quintal,INR
Kerala,Coconut,5700.0,quintal,INR
Kerala,Coconut Oil,22200.0,quintal,INR
Kerala,Coffee,7600.0,quintal,INR
Kerala,Colacasia,4500.0,quintal,INR
Kerala,Copra,14000.0,quintal,INR
Kerala,Cowpea(Veg),2600.0,quintal,INR
Kerala,Cucumbar(Kheera),700.0,quintal,INR
Kerala,Cucumbar(Kheera),1300.0,quintal,INR
Kerala,Drumstick,6500.0,quintal,INR
Kerala,French Beans (Frasbean),1400.0,quintal,INR
Kerala,Garlic,3300.0,quintal,INR
Kerala,Ginger(Dry),12000.0,quintal,INR
Kerala,Ginger(Green),3000.0,quintal,INR
Kerala,Grapes,4000.0,quintal,INR
Kerala,Grapes,5400.0,quintal,INR
Kerala,Grapes,3800.0,quintal,INR
Kerala,Green Chilli,1800.0,quintal,INR
Kerala,Little Gourd (Kundru),2400.0,quintal,INR
Kerala,Mango (Raw-Ripe),5400.0,quintal,INR
Kerala,Onion,2400.0,quintal,INR
Kerala,Onion,3200.0,quintal,INR
Kerala,Orange,5000.0,quintal,INR
Kerala,Pumpkin,800.0,quintal,INR
Kerala,Rice,3300.0,quintal,INR
Kerala,Rice,4250.0,quintal,INR
Kerala,Ridgeguard(Tori),2200.0,quintal,INR
Kerala,Rubber,10200.0,quintal,INR
Kerala,Rubber,12200.0,quintal,INR
Kerala,Snakeguard,2000.0,quintal,INR
Kerala,Tapioca,800.0,quintal,INR
Kerala,Turmeric,12000.0,quintal,INR
Kerala,Turmeric,2200.0,quintal,INR
Kerala,Water Melon,800.0,quintal,INR
Kerala,Banana - Green,3250.0,quintal,INR
Kerala,Black Pepper,37500.0,quintal,INR
Kerala,Coconut Oil,22250.0,quintal,INR
Kerala,Onion,3050.0,quintal,INR
Kerala,Banana,4800.0,quintal,INR
Kerala,Banana,4500.0,quintal,INR
Kerala,Black Pepper,38000.0,quintal,INR
Kerala,Copra,13000.0,quintal,INR
Kerala,Tapioca,2800.0,quintal,INR
Kerala,Arecanut(Betelnut/Supari),20250.0,quintal,INR
Kerala,Coconut,4200.0,quintal,INR
Kerala,Copra,13150.0,quintal,INR
Kerala,Rubber,12000.0,quintal,INR
Kerala,Amaranthus,1400.0,quintal,INR
Kerala,Arecanut(Betelnut/Supari),22000.0,quintal,INR
Kerala,Banana - Green,2500.0,quintal,INR
Kerala,Black Pepper,39000.0,quintal,INR
Kerala,Cabbage,1800.0,quintal,INR
Kerala,Cauliflower,3000.0,quintal,INR
Kerala,Coconut Oil,22900.0,quintal,INR
Kerala,Coconut Seed,4400.0,quintal,INR
Kerala,Copra,13500.0,quintal,INR
Kerala,Cowpea(Veg),4500.0,quintal,INR
Kerala,Cucumbar(Kheera),1000.0,quintal,INR
Kerala,Ginger(Green),2800.0,quintal,INR
Kerala,Green Chilli,3200.0,quintal,INR
Kerala,Pumpkin,1300.0,quintal,INR
Kerala,Ridgeguard(Tori),2300.0,quintal,INR
Kerala,Tapioca,2500.0,quintal,INR
Kerala,Amaranthus,1600.0,quintal,INR
Kerala,Arecanut(Betelnut/Supari),22250.0,quintal,INR
Kerala,Ashgourd,2300.0,quintal,INR
Kerala,Banana - Green,4400.0,quintal,INR
Kerala,Bhindi(Ladies Finger),4500.0,quintal,INR
Kerala,Bottle Gourd,1600.0,quintal,INR
Kerala,Cabbage,2800.0,quintal,INR
Kerala,Carrot,2500.0,quintal,INR
Kerala,Coconut Seed,4350.0,quintal,INR
Kerala,Copra,13050.0,quintal,INR
Kerala,Cowpea(Veg),3500.0,quintal,INR
Kerala,Cucumbar(Kheera),2300.0,quintal,INR
Kerala,Green Chilli,4150.0,quintal,INR
Kerala,Indian Beans (Seam),3300.0,quintal,INR
Kerala,Little Gourd (Kundru),4500.0,quintal,INR
Kerala,Long Melon(Kakri),1100.0,quintal,INR
Kerala,Pepper Garbled,38250.0,quintal,INR
Kerala,Pumpkin,2300.0,quintal,INR
Kerala,Ridgeguard(Tori),3500.0,quintal,INR
Kerala,Snakeguard,3300.0,quintal,INR
Kerala,Sweet Potato,1900.0,quintal,INR
Kerala,Tomato,850.0,quintal,INR
Kerala,Banana - Green,3800.0,quintal,INR
Kerala,Beetroot,3600.0,quintal,INR
Kerala,Bhindi(Ladies Finger),4800.0,quintal,INR
Kerala,Cabbage,2600.0,quintal,INR
Kerala,Carrot,3600.0,quintal,INR
Kerala,Coconut,4400.0,quintal,INR
Kerala,Coconut Oil,22000.0,quintal,INR
Kerala,Cowpea(Veg),4600.0,quintal,INR
Kerala,Cucumbar(Kheera),1800.0,quintal,INR
Kerala,Lemon,5000.0,quintal,INR
Kerala,Potato,2600.0,quintal,INR
Kerala,Pumpkin,2000.0,quintal,INR
Kerala,Ridgeguard(Tori),3600.0,quintal,INR
Kerala,Snakeguard,3600.0,quintal,INR
Kerala,Ashgourd,800.0,quintal,INR
Kerala,Banana,4100.0,quintal,INR
Kerala,Banana,4600.0,quintal,INR
Kerala,Banana,5900.0,quintal,INR
Kerala,Banana - Green,4100.0,quintal,INR
Kerala,Beetroot,1400.0,quintal,INR
Kerala,Bitter Gourd,5300.0,quintal,INR
Kerala,Bottle Gourd,1500.0,quintal,INR
Kerala,Cabbage,1700.0,quintal,INR
Kerala,Capsicum,4300.0,quintal,INR
Kerala,Cluster Beans,3000.0,quintal,INR
Kerala,Coriander(Leaves),5300.0,quintal,INR
Kerala,Cowpea(Veg),3200.0,quintal,INR
Kerala,Cucumbar(Kheera),2200.0,quintal,INR
Kerala,Drumstick,6300.0,quintal,INR
Kerala,Ginger(Green),5300.0,quintal,INR
Kerala,Indian Beans (Seam),4000.0,quintal,INR
Kerala,Lemon,4800.0,quintal,INR
Kerala,Little Gourd (Kundru),2000.0,quintal,INR
Kerala,Long Melon(Kakri),1700.0,quintal,INR
Kerala,Mango (Raw-Ripe),6800.0,quintal,INR
Kerala,Mint(Pudina),6300.0,quintal,INR
Kerala,Pumpkin,900.0,quintal,INR
Kerala,Tomato,2200.0,quintal,INR
Kerala,Yam (Ratalu),6300.0,quintal,INR
Kerala,Amaranthus,3200.0,quintal,INR
Kerala,Apple,12000.0,quintal,INR
Kerala,Ashgourd,3600.0,quintal,INR
Kerala,Banana,3600.0,quintal,INR
Kerala,Beetroot,4000.0,quintal,INR
Kerala,Bottle Gourd,3700.0,quintal,INR
Kerala,Brinjal,3900.0,quintal,INR
Kerala,Cabbage,5300.0,quintal,INR
Kerala,Capsicum,3700.0,quintal,INR
Kerala,Cauliflower,5500.0,quintal,INR
Kerala,Cowpea(Veg),4200.0,quintal,INR
Kerala,Potato,3800.0,quintal,INR
Kerala,Pumpkin,3200.0,quintal,INR
Kerala,Snakeguard,4300.0,quintal,INR
Kerala,Tomato,4200.0,quintal,INR
Kerala,Banana - Green,2800.0,quintal,INR
Kerala,Bitter Gourd,3900.0,quintal,INR
Kerala,Coconut,5100.0,quintal,INR
Kerala,Colacasia,3000.0,quintal,INR
Kerala,Cowpea(Veg),4100.0,quintal,INR
Kerala,Drumstick,5800.0,quintal,INR
Kerala,Garlic,3500.0,quintal,INR
Kerala,Ginger(Green),3800.0,quintal,INR
Kerala,Green Chilli,1600.0,quintal,INR
Kerala,Little Gourd (Kundru),1600.0,quintal,INR
Kerala,Mango (Raw-Ripe),5800.0,quintal,INR
Kerala,Onion,2900.0,quintal,INR
Kerala,Pine Apple,2000.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2000.0,quintal,INR
Kerala,Bitter Gourd,3200.0,quintal,INR
Kerala,Brinjal,1000.0,quintal,INR
Kerala,Cabbage,1400.0,quintal,INR
Kerala,Cluster Beans,2200.0,quintal,INR
Kerala,Colacasia,3300.0,quintal,INR
Kerala,Cucumbar(Kheera),1600.0,quintal,INR
Kerala,Elephant Yam (Suran),2800.0,quintal,INR
Kerala,Green Chilli,1500.0,quintal,INR
Kerala,Little Gourd (Kundru),2300.0,quintal,INR
Kerala,Mango (Raw-Ripe),4800.0,quintal,INR
Kerala,Onion,2500.0,quintal,INR
Kerala,Tomato,1400.0,quintal,INR
Kerala,Beetroot,2500.0,quintal,INR
Kerala,Cabbage,2300.0,quintal,INR
Kerala,Cucumbar(Kheera),2600.0,quintal,INR
Kerala,Onion,3700.0,quintal,INR
Kerala,Tomato,2600.0,quintal,INR
Kerala,Ashgourd,1700.0,quintal,INR
Kerala,Bitter Gourd,4700.0,quintal,INR
Kerala,Brinjal,3700.0,quintal,INR
Kerala,Cabbage,3200.0,quintal,INR
Kerala,Drumstick,7200.0,quintal,INR
Kerala,Ginger(Green),4200.0,quintal,INR
Kerala,Indian Beans (Seam),2200.0,quintal,INR
Kerala,Mango (Raw-Ripe),7200.0,quintal,INR
Kerala,Rubber,11500.0,quintal,INR
Kerala,Amaranthus,2300.0,quintal,INR
Kerala,Banana,4300.0,quintal,INR
Kerala,Banana,3100.0,quintal,INR
Kerala,Banana - Green,3300.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2300.0,quintal,INR
Kerala,Brinjal,2600.0,quintal,INR
Kerala,Brinjal,1600.0,quintal,INR
Kerala,Cauliflower,3500.0,quintal,INR
Kerala,Cluster Beans,2400.0,quintal,INR
Kerala,Coconut Oil,20400.0,quintal,INR
Kerala,Lemon,5500.0,quintal,INR
Kerala,Mango,5800.0,quintal,INR
Kerala,Banana,3300.0,quintal,INR
Kerala,Bottle Gourd,2000.0,quintal,INR
Kerala,Cluster Beans,2500.0,quintal,INR
Kerala,Ginger(Green),5000.0,quintal,INR
Kerala,Tomato,800.0,quintal,INR
Kerala,Amphophalus,2400.0,quintal,INR
Kerala,Banana,2300.0,quintal,INR
Kerala,Banana - Green,1800.0,quintal,INR
Kerala,Beetroot,1600.0,quintal,INR
Kerala,Bitter Gourd,2200.0,quintal,INR
Kerala,Bottle Gourd,800.0,quintal,INR
Kerala,Carrot,3200.0,quintal,INR
Kerala,Coconut Seed,3800.0,quintal,INR
Kerala,Cowpea(Veg),1800.0,quintal,INR
Kerala,Cucumbar(Kheera),800.0,quintal,INR
Kerala,French Beans (Frasbean),2400.0,quintal,INR
Kerala,Ginger(Green),2200.0,quintal,INR
Kerala,Onion,1600.0,quintal,INR
Kerala,Snakeguard,1400.0,quintal,INR
Kerala,Tomato,600.0,quintal,INR
Kerala,Amaranthus,1500.0,quintal,INR
Kerala,Banana - Green,2600.0,quintal,INR
Kerala,Bitter Gourd,3000.0,quintal,INR
Kerala,Cabbage,1000.0,quintal,INR
Kerala,Carrot,2600.0,quintal,INR
Kerala,Cauliflower,1600.0,quintal,INR
Kerala,Cluster Beans,2000.0,quintal,INR
Kerala,Coconut Seed,4700.0,quintal,INR
Kerala,Drumstick,7500.0,quintal,INR
Kerala,French Beans (Frasbean),2000.0,quintal,INR
Kerala,Ginger(Green),2300.0,quintal,INR
Kerala,Green Chilli,1700.0,quintal,INR
Kerala,Potato,1400.0,quintal,INR
Kerala,Pumpkin,700.0,quintal,INR
Kerala,Raddish,1500.0,quintal,INR
Kerala,Tomato,880.0,quintal,INR
Kerala,Amphophalus,3300.0,quintal,INR
Kerala,Banana - Green,2300.0,quintal,INR
Kerala,Beetroot,1800.0,quintal,INR
Kerala,Bhindi(Ladies Finger),2600.0,quintal,INR
Kerala,Bottle Gourd,2500.0,quintal,INR
Kerala,Brinjal,1200.0,quintal,INR
Kerala,Cabbage,1100.0,quintal,INR
Kerala,Coriander(Leaves),4000.0,quintal,INR
Kerala,Cowpea(Veg),3400.0,quintal,INR
